PC1,PC2,PC3,PC4,PC5,AQI_Category
-2.457314314835177,-2.1874588407413182,-2.026213163383423,-0.12266530363770206,-1.1479070097659312,0
-1.8874638013331377,-2.505343387688244,-1.9863781068270236,-0.5236347734865274,-0.9521224668554674,0
-2.0476972039982813,-2.488597660052558,-2.1116963128359676,-0.2685650261653182,-0.8718285267067652,0
-1.795834662482109,-2.57034723110904,-2.023607505634227,-0.4535503191203683,-0.7851982990671047,0
-1.4913932609701803,-2.708560211491039,-1.9175285846842287,-0.7864283261807435,-0.6526048402571525,0
-2.454113042069386,-2.011879773173285,-2.0913042643900224,-0.03481593851722577,-1.022688187230151,0
-2.475826285184741,-1.9735571301532804,-2.107970191821946,-0.011707600575145905,-1.0091297779367596,0
-2.4259707866735734,-1.9449044270743128,-2.088880062313776,-0.02169137690639374,-1.033638031432073,0
-2.2532991556638833,-1.9214549080122378,-2.093592603949534,0.0021540410365235847,-1.066097668121975,0
-1.9846721973842953,-2.051681383071694,-2.158229200749214,0.00948569739068605,-0.9208320492308253,0
-1.8150746215578166,-2.1831162717704933,-2.013884534866814,-0.20172646163983984,-1.009816501575522,0
-1.2479846721568755,-2.3519859578379854,-1.9315190188971187,-0.5658084575930865,-0.6507663647948695,0
-1.557315239967698,-2.460010675090101,-1.8640153198668148,-0.5983676242722397,-0.82289274983478,0
-0.9428315300446133,-2.6801384072215937,-1.8097895469633938,-0.8485971944915798,-0.660955474189598,0
-0.4638197345158682,-2.813859745416246,-1.7966107010104089,-1.0378081488586908,-0.4496966955773339,0
-0.7536290822701531,-2.8846975100303576,-1.8191050335105508,-1.065326732749311,-0.44009856159734706,0
-1.3085532199449221,-2.741459436121113,-1.8059314038510006,-0.832094041110238,-0.7365822716297239,0
-1.3771619923631666,-2.7712993014546714,-1.8185224484575708,-0.8217184215823847,-0.710185727118361,0
-1.6330054563435183,-2.7006900583918965,-1.885313863260996,-0.6417702547848875,-0.8257777980750443,0
-1.3538146353607354,-2.804285843347685,-1.7657199051135166,-0.9181861708415827,-0.7123425346385108,0
-1.7289753416729838,-2.7104330053860153,-1.8690326736890606,-0.6076704945105335,-0.8967087695547857,0
-1.5631150346763685,-2.6832365883669,-1.9243739199018361,-0.507612517803152,-0.8491054763816591,0
-0.7988272206238997,-2.9376033208652816,-1.70493026696519,-1.3161434279839368,-0.3832233290342229,0
-1.0203052730719304,-2.776693803946907,-1.8722062669807291,-0.798137024692719,-0.6014082906178092,0
-0.9405301082913556,-2.827281788239548,-2.0054112320983566,-0.902070150301749,-0.1919212284298903,0
-0.865946022515678,-2.830534234703542,-2.1968951428371337,-0.8238113701809131,0.04242858145291794,0
-0.6579701661623457,-2.7805286646116363,-2.086483772703103,-1.026815041691473,0.1280364120740996,0
-0.7259329859028201,-2.612596610262408,-1.846524768562472,-1.1175182004682704,-0.16865125497869196,0
-0.1502015993366735,-2.4078420843384647,-1.731618764518329,-1.148844801560069,-0.06832506927104913,0
-0.4059591749857505,-2.2788766113101473,-1.8857799789087673,-0.9106369570912702,-0.231584882187771,0
-0.5492791988698927,-2.1510733589791533,-1.9538534054711154,-0.6717879588932225,-0.4276240974417916,0
-0.14187828007086592,-2.1182855059545185,-2.1920416694509064,-0.5067566717438137,0.012060244600908923,0
1.0895906730846727,-2.198494563065494,-2.6657400564227856,-0.36814311798501836,1.039668860875277,0
1.1463000422127951,-2.119037418922125,-2.570521599737368,-0.34612470571370635,0.6456839345255994,1
1.3580303289651916,-2.1667157767615484,-2.6121579072511927,-0.30394839925178324,0.6335828313060502,1
1.8286393234988434,-2.195169452894627,-2.537315965738177,-0.47135831927458144,0.6957125307274536,1
2.6899266495424783,-2.234775938301109,-2.382492935224152,-0.5970821290750509,0.9783368937553998,1
2.8813343280198813,-0.4656285658971112,-2.2983391533411237,-0.31408391888295634,0.7342532015037321,2
-1.0735165757676173,-0.360630212228895,-2.0571846420596716,-0.18850178820775124,-0.40139740519683376,0
0.4044776406738123,-0.5470643784225308,-2.0888555392314783,-0.3778085742985925,-0.08447811782962462,0
1.1175654713803211,-0.6878576517386086,-1.8908494169084915,-0.7182590711656835,0.0024259452099218612,1
5.155013801256327,-0.895659706193296,-1.7536500849117251,-0.8202740271928364,0.2782597890069439,2
3.9239784267434223,-0.964442752983005,-1.2874372687547553,-1.148098127970783,-0.23432244987379414,2
0.5434949973645382,-1.2642791672450633,-1.6975487373915086,-0.9282832712772157,-0.4571201196853834,1
-1.2547174207048806,-0.8390219608195049,-1.9227732315973338,0.15460649822724967,-0.9096727521275877,0
-2.2951681191459716,-1.1346788132471282,-1.8581900270961442,-0.25808789431904366,-0.97619305484144,0
-1.8252538521366826,-1.4916468538586811,-1.8297412265329827,-0.6679946605529714,-0.5802906366647271,0
-1.0804672525101027,-1.685582392648163,-1.6830105361732168,-1.2031101832204665,-0.26792437374694106,0
-0.42599668757397846,-1.8630348860955666,-1.6549552208275542,-1.4601169066859125,0.053284220233358985,0
0.3717241431842194,-1.9280729038810263,-1.6557406509840975,-1.8572699600515719,0.5447769359248744,0
0.43455116617001394,-1.9151454990138657,-1.7739344160073405,-1.5993256414445092,0.6314470728108958,0
-0.9918760784124903,-1.5455178347873255,-2.0055281805366043,-0.681051085092361,-0.0824674995306996,0
-1.6836764989872868,-1.368131526820901,-2.05194674693619,-0.5175105006153486,-0.12919811002369128,0
-1.8186888665161347,-1.232665810739296,-2.081416223544861,-0.28039871053502613,-0.40803013546405054,0
-1.965248980249237,-1.040848439447457,-2.0806170951151324,-0.1612738481538758,-0.5162521103329671,0
-2.3369600870541043,-0.8954136442739581,-1.991340672314026,-0.22332853495981694,-0.5519966984184012,0
-2.3651616362163352,-0.8187138413184326,-1.9851543791159225,-0.25479728087228914,-0.5024247548675322,0
-2.234739253176014,-0.7743732379971358,-1.9247049697613707,-0.36247050493177807,-0.5066090099527188,0
-1.7405209669198676,-0.7980896094767314,-1.9474025457559687,-0.37203442919886553,-0.434236911131727,0
-1.7789995186103191,-0.752089217537759,-2.0220996679502843,-0.14839729945815439,-0.5471407273198476,0
-1.598143859785883,-0.7647172604510144,-1.9580822562756557,-0.2645037169123734,-0.5464089481049174,0
-0.6518582100116371,-0.8908463176121598,-1.779531044106859,-0.6421950271691377,-0.5414705139084053,0
0.3784696062819219,-1.010730562376397,-1.7029513756792916,-0.8999867637917499,-0.2978714645654293,0
1.0208037441758506,-1.10178211877087,-1.9356465099959406,-0.8217092348000442,0.10392603396131612,1
1.2358031878480669,-1.0920266622851915,-1.6442428821560542,-1.1385886301957198,-0.1605053845562342,1
1.8108354865957554,-0.7478979229692533,-2.871668268722518,0.16259712248930316,1.0914456159886181,1
1.0136203377390864,-0.32968193987508465,-1.6584224166356516,0.13365596547426578,-1.3147968692108807,1
5.1593221096891195,2.0620676624386967,-2.6029792437534924,1.5451075970706356,-0.49272485096473684,2
2.395959038435179,1.359443515823653,-1.8519196889849683,-0.5293597835899186,0.588183423910101,2
3.5621472139132133,1.663690494612055,-2.012604792832748,0.22555286190393353,-0.10627313436251055,2
2.06360747297531,0.6804212734597741,-2.555432014728561,0.1639182913288285,0.6035291631330361,2
0.5335110850675046,0.39024605025332987,-2.4505864093140874,-0.17710274606897802,0.7506727255041831,1
1.3862051483815936,0.5370673854975414,-2.1969499734110225,-0.17135837316221939,0.2768918733333861,1
1.1373017905485678,0.19348189782748623,-2.3822009752963664,-0.4735257417871038,1.016012871283219,1
1.0548103778223044,0.18692298496787693,-2.228246666578171,-0.4533662812169096,0.7175047893580301,1
1.7433894256355744,0.13001328555633154,-2.4973815186316477,-0.4276619109050246,1.492063328087403,1
1.6724888158446107,-0.004101613939569576,-2.953303521258006,-0.23753076664521697,2.244805451318693,0
2.6178253656304395,0.09850821680516321,-2.797444582919772,-0.4157828734516819,2.5112990752212463,0
1.3046705748087597,0.6695741012889992,-1.4430185690514628,-0.5820529657996711,0.07588236874150346,1
1.832518760141873,0.25267403959765367,-3.0290320717451724,-0.08223214407109504,1.6156265530279388,1
-1.9303365103561019,-1.4488578166217652,-1.9538372055682058,0.14568465562710406,-1.4344164720602186,0
-2.1526147189583464,-1.5830234363764646,-1.960466813810069,-0.0009676257352837127,-1.2050119723112511,0
-2.270405167098921,-1.703520498494873,-1.9562135813593118,-0.11870223907591927,-1.0538632904735517,0
-1.9897528211505402,-1.6589357566635345,-1.8694524216601147,-0.21899407204047444,-1.0458582934263148,0
-1.760339330960835,-1.8277438919537436,-1.9808311337843496,-0.37330923331062565,-0.6677806283167307,0
-1.5399594246538286,-1.914285014264957,-2.0953130495686128,-0.36281255386909195,-0.47673207739136264,0
-0.8821560922646815,-1.8690758784907504,-2.110478042005928,-0.4368364129573631,-0.2416046019374352,0
